0, 1, 8, 512, 0, 0

0, 1, 4, 1024, 0, 0

2, 1, 3, 256, 0, 0

2, 1, 14, 3968, 0, 0

4, 1, 4, 128, 0, 0

4, 1, 12, 2048, 0, 0

6, 1, 4, 1024, 0, 0

7, 1, 18, 7936, 0, 0

8, 1, 11, 2048, 0, 0

29, 1, 5, 3968, 0, 0

29, 1, 5, 3968, 0, 0

29, 1, 5, 3968, 0, 0

29, 1, 5, 3968, 0, 0

29, 1, 5, 3968, 0, 0

29, 1, 5, 3968, 0, 0

29, 1, 5, 3968, 0, 0

31, 0, 5, 512, 0, 0

31, 0, 5, 512, 0, 0

42, 1, 5, 7936, 0, 0

42, 1, 5, 7936, 0, 0

44, 0, 5, 512, 0, 0

44, 0, 5, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

