t = 18s 
objetivo: testar a fila de suspensos com prioridade
linhas 45 - 115 do teste.txt

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

50, 0, 2, 512, 0, 0

